Time[ms],RouteID,Delay[ms],Btldr[Mbps]
0,0,25.52924478630217,150.0
1000,0,25.511671016875756,150.0
2000,0,25.494356682596152,150.0
3000,0,25.477303032549372,150.0
4000,0,25.460511312964996,150.0
5000,0,25.443982765680005,150.0
6000,0,25.42771863193002,150.0
7000,0,25.411720150093746,150.0
8000,0,25.395988558710442,150.0
9000,0,25.38052509583916,150.0
10000,0,25.365331003427343,150.0
11000,0,25.350407521201486,150.0
12000,0,25.335755895728155,150.0
13000,0,25.32137737315367,150.0
14000,0,25.307273207586146,150.0
15000,0,25.293444656696025,150.0
16000,0,25.279892984904155,150.0
17000,0,25.2666194642213,150.0
18000,0,25.253625374473742,150.0
19000,0,25.240912005498767,150.0
20000,0,25.228480655639405,150.0
21000,0,25.21633263533011,150.0
22000,0,25.204469265581164,150.0
23000,0,25.19289188066197,150.0
24000,0,25.18160182789507,150.0
25000,0,25.17060046979834,150.0
26000,0,25.15988918231925,150.0
27000,0,25.14946935817012,150.0
28000,0,25.139342406614784,150.0
29000,0,25.129509752627744,150.0
30000,0,25.119972840893688,150.0
31000,0,25.11073313288339,150.0
32000,0,25.101792110432218,150.0
33000,0,25.093151271365578,150.0
34000,0,25.08481213744101,150.0
35000,1,23.667693473491376,150.0
36000,1,23.65653620248678,150.0
37000,1,23.64559747488525,150.0
38000,1,23.634877236953013,150.0
39000,1,23.624375439994285,150.0
40000,1,23.614092043419927,150.0
41000,1,23.60402701331871,150.0
42000,1,23.59418032336091,150.0
43000,1,23.584551957991366,150.0
44000,1,23.57514191169351,150.0
45000,1,23.565950191221088,150.0
46000,1,23.556976813666726,150.0
47000,1,23.54822181173643,150.0
48000,1,23.539685230640305,150.0
49000,1,23.531367133096918,150.0
50000,1,23.52326759599899,150.0
51000,1,23.51538671420935,150.0
52000,1,23.50772460066066,150.0
53000,1,23.500281387531082,150.0
54000,1,23.493057225965384,150.0
55000,1,23.486052288938613,150.0
56000,1,23.479266770101685,150.0
57000,1,23.47270088650128,150.0
58000,1,23.46635487599734,150.0
59000,1,23.460229003447274,150.0
60000,1,23.454323555516595,150.0
61000,1,23.448638846617808,150.0
62000,2,23.68014967723341,150.0
63000,2,23.666731654615095,150.0
64000,2,23.65353175974919,150.0
65000,3,25.026616770371337,150.0
66000,3,25.00670572381078,150.0
67000,3,24.987105603643915,150.0
68000,3,24.967817754378544,150.0
69000,3,24.948843463222104,150.0
70000,3,24.93018396126026,150.0
71000,3,24.911840421026096,150.0
72000,3,24.893813959185405,150.0
73000,3,24.876105635596907,150.0
74000,3,24.858716456405343,150.0
75000,3,24.841647371818834,150.0
76000,3,24.82489928181544,150.0
77000,3,24.808473033233565,150.0
78000,3,24.79236942404438,150.0
79000,3,24.776589201733795,150.0
80000,3,24.76113307002591,150.0
81000,3,24.74600168422318,150.0
82000,3,24.731195658650247,150.0
83000,3,24.7167155656851,150.0
84000,3,24.702561938322763,150.0
85000,3,24.68873527311071,150.0
86000,3,24.675236030951837,150.0
87000,3,24.662064641246847,150.0
88000,3,24.649221501691173,150.0
89000,3,24.63670698332916,150.0
90000,3,24.62452143224235,150.0
91000,3,24.61266516982793,150.0
92000,3,24.601138499608023,150.0
93000,3,24.589941705798303,150.0
94000,3,24.579075057354093,150.0
95000,3,24.56853881088608,150.0
96000,3,24.558333212875787,150.0
97000,3,24.548458502480173,150.0
98000,3,24.538914913545383,150.0
99000,3,24.529702676656264,150.0
100000,3,24.520822023757162,150.0
101000,3,24.51227318724928,150.0
102000,3,24.50405640569126,150.0
103000,3,24.49617192371054,150.0
104000,3,24.48861999490257,150.0
105000,4,22.932387044064235,150.0
106000,4,22.922341034927193,150.0
107000,4,22.912549647517675,150.0
108000,4,22.90301171649541,150.0
109000,4,22.893726076220265,150.0
110000,4,22.8846915663771,150.0
111000,4,22.875907036669517,150.0
112000,4,22.867371344165598,150.0
113000,4,22.859083358564895,150.0
114000,4,22.85104196392165,150.0
115000,4,22.84324606065311,150.0
116000,4,22.835694567621594,150.0
117000,4,22.828386424161227,150.0
118000,4,22.82132059209765,150.0
119000,4,22.81449605747607,150.0
120000,4,22.80791183342302,150.0
121000,4,22.801566958594577,150.0
122000,4,22.795460504610016,150.0
123000,4,22.789591571210643,150.0
124000,4,22.783959294306317,150.0
125000,4,22.77856284111362,150.0
126000,4,22.77340141802145,150.0
127000,4,22.7684742664043,150.0
128000,4,22.763780667175343,150.0
129000,4,22.759319941223914,150.0
130000,4,22.75509145081046,150.0
131000,4,22.751094600425574,150.0
132000,4,22.74732883898824,150.0
133000,4,22.743793657589684,150.0
134000,4,22.740488595955135,150.0
135000,4,22.737413237166123,150.0
136000,4,22.734567214684777,150.0
137000,4,22.73195020766198,150.0
138000,4,22.72956194518006,150.0
139000,4,22.727402205400622,150.0
140000,4,22.72547081695687,150.0
141000,4,22.723767659066684,150.0
142000,4,22.722292662140337,150.0
143000,4,22.721045808217973,150.0
144000,4,22.720027131911507,150.0
145000,4,22.71923671917688,150.0
146000,4,22.7186747079189,150.0
147000,4,22.718341291473468,150.0
148000,4,22.718236713951356,150.0
149000,4,22.718361272599946,150.0
150000,4,22.718715318212844,150.0
151000,4,22.719299254810906,150.0
152000,4,22.720113537764227,150.0
153000,4,22.721158677212017,150.0
154000,4,22.72243523287361,150.0
155000,4,22.723943819923416,150.0
156000,4,22.725685102204707,150.0
157000,4,22.727659796114786,150.0
158000,4,22.729868668451083,150.0
159000,4,22.732312536938,150.0
160000,4,22.734992265619923,150.0
161000,4,22.737908771269442,150.0
162000,4,22.741063015373914,150.0
163000,4,22.74445600710969,150.0
164000,4,22.748088801125913,150.0
165000,4,22.751962497612755,150.0
166000,4,22.756078239679493,150.0
167000,4,22.760437212023653,150.0
168000,4,22.765040641400994,150.0
169000,4,22.769889793082655,150.0
170000,4,22.77498597050312,150.0
171000,4,22.78033051332347,150.0
172000,4,22.785924796265828,150.0
173000,4,22.79177022502715,150.0
174000,4,22.79786823830702,150.0
175000,5,22.138484765010055,150.0
176000,6,22.548896777416385,150.0
177000,6,22.53886037979306,150.0
178000,6,22.52910936740036,150.0
179000,6,22.51964153600566,150.0
180000,6,22.51045468083726,150.0
181000,6,22.501546597226486,150.0
182000,6,22.49291509096667,150.0
183000,6,22.48455797884327,150.0
184000,6,22.47647309044117,150.0
185000,6,22.46865827743283,150.0
186000,6,22.461111411752718,150.0
187000,6,22.45383039464485,150.0
188000,6,22.44681315461595,150.0
189000,6,22.440057653179476,150.0
190000,6,22.43356188997021,150.0
191000,6,22.42732390204964,150.0
192000,6,22.42134176917613,150.0
193000,6,22.415613613805164,150.0
194000,6,22.41013760810959,150.0
195000,6,22.404911971851714,150.0
196000,6,22.39993497719272,150.0
197000,6,22.39520494856529,150.0
198000,6,22.390720268052494,150.0
199000,6,22.38647937527605,150.0
200000,6,22.382480766750692,150.0
201000,6,22.378723002521184,150.0
202000,6,22.37520470414978,150.0
203000,6,22.371924555668844,150.0
204000,6,22.368881306872524,150.0
205000,6,22.36607377552121,150.0
206000,6,22.36350084501222,150.0
207000,6,22.361161464820395,150.0
208000,6,22.35905465739725,150.0
209000,6,22.357179512008877,150.0
210000,6,22.35553519079701,150.0
211000,6,22.354120924148706,150.0
212000,6,22.352936017034402,150.0
213000,6,22.351979844167666,150.0
214000,6,22.35125185262626,150.0
215000,6,22.350751563738317,150.0
216000,6,22.35047857120931,150.0
217000,6,22.35043254079042,150.0
218000,6,22.350613210847307,150.0
219000,6,22.351020394330334,150.0
220000,6,22.351653977083092,150.0
221000,6,22.352513915571638,150.0
222000,6,22.353600241646532,150.0
223000,6,22.354913056653103,150.0
224000,6,22.35645253643563,150.0
225000,6,22.358218925792016,150.0
226000,6,22.36021254304882,150.0
227000,6,22.362433774401236,150.0
228000,6,22.364883078438865,150.0
229000,6,22.367560980191577,150.0
230000,6,22.37046807570093,150.0
231000,6,22.373605026485617,150.0
232000,6,22.37697256129938,150.0
233000,6,22.38057147379206,150.0
234000,6,22.384402624115836,150.0
235000,6,22.388466933709957,150.0
236000,6,22.39276538691397,150.0
237000,6,22.397299028657784,150.0
238000,6,22.402068963394782,150.0
239000,6,22.407076353401923,150.0
240000,6,22.41232241793624,150.0
241000,6,22.417808429366648,150.0
242000,6,22.423535713181593,150.0
243000,6,22.429505646784943,150.0
244000,6,22.43571965689053,150.0
245000,6,22.442179215590166,150.0
246000,6,22.448885840383642,150.0
247000,6,22.455841091023707,150.0
248000,7,21.864225835615574,150.0
249000,7,21.86334448036093,150.0
250000,7,21.86257757206879,150.0
251000,7,21.86192484965075,150.0
252000,7,21.861386095715265,150.0
253000,7,21.860961136845503,150.0
254000,7,21.86064984008005,150.0
255000,7,21.860452113982777,150.0
256000,7,21.860367908932563,150.0
257000,7,21.860397219003605,150.0
258000,7,21.860540079434795,150.0
259000,7,21.86079656742072,150.0
260000,7,21.86116680215774,150.0
261000,7,21.86165094466252,150.0
262000,7,21.862249198884864,150.0
263000,8,22.644250979492938,150.0
264000,8,22.63552447938103,150.0
265000,8,22.627054083630014,150.0
266000,8,22.618838668532582,150.0
267000,8,22.610877128660096,150.0
268000,8,22.603168383637563,150.0
269000,8,22.595711374550973,150.0
270000,8,22.588505069048203,150.0
271000,8,22.58154846540346,150.0
272000,8,22.574840591905858,150.0
273000,8,22.5683805106035,150.0
274000,8,22.562167316265906,150.0
275000,8,22.556200141939108,150.0
276000,8,22.550478162285234,150.0
277000,8,22.545000586523155,150.0
278000,8,22.539766672019635,150.0
279000,8,22.53477571691072,150.0
280000,8,22.530027064654828,150.0
281000,8,22.525520107911916,150.0
282000,8,22.521254286168144,150.0
283000,8,22.517229091145786,150.0
284000,8,22.51344406038452,150.0
285000,8,22.50989878888572,150.0
286000,8,22.506592922486128,150.0
287000,8,22.503526165277435,150.0
288000,8,22.50069827259442,150.0
289000,8,22.498109056331483,150.0
290000,8,22.495758389884994,150.0
291000,8,22.49364620177809,150.0
292000,8,22.49177248018474,150.0
293000,8,22.49013727288006,150.0
294000,8,22.488740687821004,150.0
295000,8,22.487582894330867,150.0
296000,8,22.48666411982184,150.0
297000,8,22.485984657890175,150.0
298000,8,22.485544861230345,150.0
299000,8,22.48534514412421,150.0
300000,8,22.485385983985726,150.0
301000,8,22.48566792001419,150.0
302000,8,22.48619155350166,150.0
303000,8,22.4869575473139,150.0
304000,8,22.48796662723294,150.0
305000,8,22.489219578937735,150.0
306000,8,22.49071725136777,150.0
307000,8,22.492460549967877,150.0
308000,8,22.494450445681885,150.0
309000,8,22.496687964094374,150.0
310000,8,22.499174191754786,150.0
311000,8,22.501910272831697,150.0
312000,8,22.50489740638934,150.0
313000,8,22.50813684937092,150.0
314000,8,22.511629910271978,150.0
315000,8,22.515377954274758,150.0
316000,8,22.519382393962896,150.0
317000,8,22.523644696587205,150.0
318000,8,22.528166372419424,150.0
319000,8,22.532948981329334,150.0
320000,8,22.537994128240136,150.0
321000,8,22.543303459403447,150.0
322000,8,22.54887866025889,150.0
323000,9,22.03297713445186,150.0
324000,9,22.030777563058848,150.0
325000,9,22.02870466621858,150.0
326000,9,22.026758129578983,150.0
327000,9,22.02493767266008,150.0
328000,9,22.023243055116023,150.0
329000,9,22.021674078188436,150.0
330000,10,23.488771990071516,150.0
331000,10,23.47511976643134,150.0
332000,10,23.461694125359713,150.0
333000,10,23.448495222747226,150.0
334000,10,23.435523212279602,150.0
335000,10,23.422778252206637,150.0
336000,10,23.410260499307476,150.0
337000,10,23.397970114707057,150.0
338000,10,23.38590726468159,150.0
339000,10,23.374072122219523,150.0
340000,10,23.362464862690242,150.0
341000,10,23.35108567596061,150.0
342000,10,23.33993475443934,150.0
343000,10,23.32901230488577,150.0
344000,10,23.31831854331767,150.0
345000,10,23.3078537017902,150.0
346000,10,23.29761802172792,150.0
347000,10,23.287611764099786,150.0
348000,10,23.277835201575744,150.0
349000,10,23.268288628288772,150.0
350000,10,23.258972353739583,150.0
351000,10,23.249886708731598,150.0
352000,10,23.241032045634018,150.0
353000,10,23.232408736933987,150.0
354000,10,23.2240171807944,150.0
355000,10,23.215857795003252,150.0
356000,10,23.20793102810935,150.0
357000,10,23.20023735188943,150.0
358000,10,23.192777265049013,150.0
359000,10,23.185551298900478,150.0
360000,10,23.178560007604013,150.0
361000,10,23.171803982394113,150.0
362000,10,23.16528384119937,150.0
363000,10,23.159000235872256,150.0
364000,11,24.727972856705158,150.0
365000,11,24.71642573113697,150.0
366000,11,24.705196469522566,150.0
367000,11,24.694285652830374,150.0
368000,11,24.683693859950026,150.0
369000,11,24.67342166696447,150.0
370000,11,24.663469651552642,150.0
371000,11,24.653838390735256,150.0
372000,11,24.64452846935247,150.0
373000,11,24.635540474748428,150.0
374000,11,24.626875004642866,150.0
375000,11,24.6185326644234,150.0
376000,11,24.610514071448456,150.0
377000,11,24.60281985549603,150.0
378000,12,23.08850379670044,150.0
379000,12,23.078265249186828,150.0
380000,12,23.068271907551573,150.0
381000,12,23.05852293041302,150.0
382000,12,23.04901747804115,150.0
383000,12,23.03975471599492,150.0
384000,12,23.03073381713679,150.0
385000,12,23.021953962428903,150.0
386000,12,23.013414346114345,150.0
387000,12,23.005114172684657,150.0
388000,12,22.997052662116676,150.0
389000,12,22.989229048690664,150.0
390000,12,22.98164258644279,150.0
391000,12,22.974292548329544,150.0
392000,12,22.96717822875545,150.0
393000,12,22.96029894273348,150.0
394000,12,22.953654032651897,150.0
395000,12,22.947242863054786,150.0
396000,12,22.941064828925388,150.0
397000,12,22.935119351296105,150.0
398000,12,22.929405881828878,150.0
399000,12,22.923923903370703,150.0
400000,12,22.91867293099403,150.0
401000,12,22.913652513388314,150.0
402000,12,22.908862234130687,150.0
403000,12,22.904301712484,150.0
404000,12,22.899970605450317,150.0
405000,12,22.895868605631257,150.0
406000,12,22.891995447558728,150.0
407000,12,22.888350902520912,150.0
408000,12,22.88493478549419,150.0
409000,12,22.881746950644928,150.0
410000,12,22.878787295075945,150.0
411000,12,22.876055758819472,150.0
412000,12,22.873552325570238,150.0
413000,12,22.871277023113077,150.0
414000,12,22.869229923931194,150.0
415000,12,22.86741114662522,150.0
416000,12,22.865820853030588,150.0
417000,12,22.864459254132647,150.0
418000,12,22.86332660504672,150.0
419000,12,22.86242320826465,150.0
420000,12,22.861749413138483,150.0
421000,12,22.861305615924323,150.0
422000,12,22.861092260308293,150.0
423000,12,22.861109836678676,150.0
